CODE,LOCATION,TYPE,RATING (MAX = 5),Address,Description,Long Description,Tags_Creation_Description,Ticket Info,image_path,open_time,close_time,coordinate,tags
,The Metropole Opera Residence by KayStay,,4.0,24/7 Lương Định Của,The Metropole Opera Residence by KayStay located at 24/7 Lương Định Của,The Metropole Opera Residence by KayStay is a 5-star hotel in Ho Chi Minh City. Rated 7.9/10 by 41 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Premium 1 Bedroom Suite' with 1 king bed. Great stay!|Great amenities,Great stay!|Great amenities,~₫2900000/night (approx. $116),https://ak-d.tripcdn.com/images/1mc2d12000h4colqh757F_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.77683, 106.712292",Great stay!|Great amenities
,MEOW HOTEL & CAFE 3,,4.1,241/8 Pham Ngu Lao Street,MEOW HOTEL & CAFE 3 located at 241/8 Pham Ngu Lao Street,MEOW HOTEL & CAFE 3 is a 2-star hotel in Ho Chi Minh City. Rated 8.2/10 by 28 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Budget Room' with 1 double bed. Great stay!|Great location,Great stay!|Great location,~₫300000/night (approx. $12),https://ak-d.tripcdn.com/images/1mc2n12000kfvntdk38E0_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.767747, 106.692485",Great stay!|Great location
,An Corner - Soho Residence Service Apartment,,4.0,100 Co Giang,An Corner - Soho Residence Service Apartment located at 100 Co Giang,An Corner - Soho Residence Service Apartment is a 3-star hotel in Ho Chi Minh City. Rated 8.1/10 by 52 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Cozy Studio' with 1 queen bed. Great stay!|Great location,Great stay!|Great location,~₫1075000/night (approx. $43),https://ak-d.tripcdn.com/images/1mc4y12000e4se1j92782_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.763257, 106.694606",Great stay!|Great location
,Your Homes River Gate Premium,,4.7,151 Đường Bến Vân Đồn,Your Homes River Gate Premium located at 151 Đường Bến Vân Đồn,Your Homes River Gate Premium is a 4-star hotel in Ho Chi Minh City. Rated 9.3/10 by 108 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Studio Superior' with 1 king bed. Great stay!|Great location,Great stay!|Great location,~₫900000/night (approx. $36),https://ak-d.tripcdn.com/images/0204812000c3sv39v2654_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76198, 106.69936",Great stay!|Great location
,HOANG THANH THUY AIRPORT HOTEL 1,,4.0,28-30 Nguyen Ba Tuyen,HOANG THANH THUY AIRPORT HOTEL 1 located at 28-30 Nguyen Ba Tuyen,HOANG THANH THUY AIRPORT HOTEL 1 is a 2-star hotel in Ho Chi Minh City. Rated 8.1/10 by 20 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Superior Double Room' with 1 queen bed. ,,~₫275000/night (approx. $11),https://ak-d.tripcdn.com/images/02X4f12000banv3xg25C9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.79944, 106.647973",
,Hung Miami Hotel,,4.0,"160-162 Bau Cat ward 14, Tan","Hung Miami Hotel located at 160-162 Bau Cat ward 14, Tan",Hung Miami Hotel is a 2-star hotel in Ho Chi Minh City. Rated 8.0/10 by 1 review. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Standard Room' with 1 small double bed. ,,~₫275000/night (approx. $11),https://ak-d.tripcdn.com/images/1mc3812000l65vxc9E62B_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.791784, 106.64343",
,The Manor 2 studio- free rooftop pool and free pick up for 5 nights,,4.2,"93 nguyễn hữu cảnh, phường 22","The Manor 2 studio- free rooftop pool and free pick up for 5 nights located at 93 nguyễn hữu cảnh, phường 22",The Manor 2 studio- free rooftop pool and free pick up for 5 nights is a 3-star hotel in Ho Chi Minh City. Rated 8.4/10 by 36 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Hang Xanh. The most popular room is '1 Bedroom Nice Floor' with 1 queen bed. Great stay!|Great rooms,Great stay!|Great rooms,~₫1100000/night (approx. $44),https://ak-d.tripcdn.com/images/0200l12000dfmo8qo1408_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.792754, 106.717918",Great stay!|Great rooms
,Lunaria Maison - Local Market Corner,,4.0,"353/52 Pham Ngu Lao, Ward Pham Ngu Lao, District 1","Lunaria Maison - Local Market Corner located at 353/52 Pham Ngu Lao, Ward Pham Ngu Lao, District 1",Lunaria Maison - Local Market Corner is a 2-star hotel in Ho Chi Minh City. Rated 8.0/10 by 1 review. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Deluxe Studio' with 1 queen bed. ,,~₫650000/night (approx. $26),https://ak-d.tripcdn.com/images/1mc4e12000ngov6bn5D00_R_600_600_R5_D.png_.webp,0:00,23:59,"10.766306, 106.690773",
,InterContinental Grand Ho Tram,,4.7,"Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram located at Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram is a 5-star hotel in Phuoc Thuan. Rated 9.3/10 by 90 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is 'Classic King Room - Non-Smoking' with 1 king bed. Great stay!|Great service",Great stay!|Great service,~₫2475000/night (approx. $99),https://ak-d.tripcdn.com/images/0225b120009c6vqxq46A4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.486559, 107.454275",Great stay!|Great service
,An Lam Retreats Saigon River,,4.5,21/4 Trung Street Vinh Phu Ward Thuan,An Lam Retreats Saigon River located at 21/4 Trung Street Vinh Phu Ward Thuan,An Lam Retreats Saigon River is a 4-star hotel in Thuan An. Rated 9.1/10 by 52 reviews. Guests praise its location near Thuan An. The most popular room is 'River View Signature Suite' with 1 king bed. Great stay!|Great view,Great stay!|Great view,~₫11475000/night (approx. $459),https://ak-d.tripcdn.com/images/0205l12000977iqplFE0C_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.870953, 106.699115",Great stay!|Great view
,Hong Bao Thach,,4.3,68 đường số 24A phường bình trị đông B,Hong Bao Thach located at 68 đường số 24A phường bình trị đông B,Hong Bao Thach is a 3-star hotel in Ho Chi Minh City. Rated 8.7/10 by 7 reviews. Guests praise its location near Near AEON MALL Binh Tan. The most popular room is 'Premier Suite' with 1 king bed. ,,~₫725000/night (approx. $29),https://ak-d.tripcdn.com/images/1mc2912000dyv18mk6E78_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.755022, 106.611684",
,Phuong Nam Resort,,4.2,"15/12, Khu Pho Trung, P.Vinh","Phuong Nam Resort located at 15/12, Khu Pho Trung, P.Vinh",Phuong Nam Resort is a 5-star hotel in Thuan An. Rated 8.4/10 by 26 reviews. Guests praise its location near Thuan An. The most popular room is 'DELUXE' with 1 queen bed. ,,~₫2425000/night (approx. $97),https://ak-d.tripcdn.com/images/0204s120009zhhrm10552_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.875241, 106.703618",
,Air Star Hotel,,4.2,"6 Song Day, Ward 2","Air Star Hotel located at 6 Song Day, Ward 2","Air Star Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.3/10 by 113 reviews. Guests praise its location near Near Tan Son Nhat International Airport | Tan Son Nhat Airport Area. The most popular room is 'Deluxe Double Room, Non Smoking, No Windows' with 1 queen bed. Great service|Offers pick-up/drop-offs",Great service|Offers pick-up/drop-offs,~₫975000/night (approx. $39),https://ak-d.tripcdn.com/images/0226i12000l4oy4pgF746_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.806691, 106.664975",Great service|Offers pick-up/drop-offs
,OSO RESIDENCES & STAYCATION,,4.8,"232/11 Vo Thi Sau Street, Vo Thi Sau Ward","OSO RESIDENCES & STAYCATION located at 232/11 Vo Thi Sau Street, Vo Thi Sau Ward",OSO RESIDENCES & STAYCATION is a 3-star hotel in Ho Chi Minh City. Rated 9.5/10 by . Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Business Queen Room' with 1 king bed. ,,~₫750000/night (approx. $30),https://ak-d.tripcdn.com/images/1mc0712000l4b7b5i9427_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.782005, 106.685804",
,Ekomo Home - Central Saigon,,4.4,102/42 Cong Quynh,Ekomo Home - Central Saigon located at 102/42 Cong Quynh,Ekomo Home - Central Saigon is a 3-star hotel in Ho Chi Minh City. Rated 8.8/10 by 21 reviews. Guests praise its location near Near Pham Ngu Lao | Bui Vien Walking Street. The most popular room is 'Deluxe Queen Studio-Non-Smoking' with 1 queen bed. ,,~₫825000/night (approx. $33),https://ak-d.tripcdn.com/images/0220312000kyg8qu0F857_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76515, 106.69176",
,Lynn by la Doma Express,,4.7,43c Kỳ Đồng,Lynn by la Doma Express located at 43c Kỳ Đồng,Lynn by la Doma Express is a 2-star hotel in Ho Chi Minh City. Rated 9.4/10 by 21 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Superior Duplex' with 1 double bed. ,,~₫725000/night (approx. $29),https://ak-d.tripcdn.com/images/0226a12000kccbrdj38B9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.780813, 106.681286",
,Terracotta Villa Saigon,,4.3,"292/17 Điện Biên Phủ, Phường 17, Quận Bình Thạnh 2","Terracotta Villa Saigon located at 292/17 Điện Biên Phủ, Phường 17, Quận Bình Thạnh 2",Terracotta Villa Saigon is a 4-star hotel in Ho Chi Minh City. Rated 8.7/10 by 16 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Hang Xanh. The most popular room is 'Superior Room With Garden View' with 1 king bed. Clean and tidy,Clean and tidy,~₫875000/night (approx. $35),https://ak-d.tripcdn.com/images/02X5x12000djvvtc3DFEE_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.799008, 106.70762",Clean and tidy
,Sheraton Saigon Grand Opera Hotel,,4.7,"88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel located at 88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel is a 5-star hotel in Ho Chi Minh City. Rated 9.3/10 by 476 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Guest Room, 1 King Bed' with 1 king bed. Delicious breakfast|Located downtown",Delicious breakfast|Located downtown,~₫4825000/night (approx. $193),https://ak-d.tripcdn.com/images/1mc3112000icibkvj724E_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.775446, 106.703878",Delicious breakfast|Located downtown
,City Garden Suites - Panorama Penthouse,,4.8,"59 Ngo Tat To Street, Ward 21","City Garden Suites - Panorama Penthouse located at 59 Ngo Tat To Street, Ward 21",City Garden Suites - Panorama Penthouse is a 3-star hotel in Ho Chi Minh City. Rated 9.5/10 by 1 review. Guests praise its location near Near Saigon Japan Town | Hang Xanh. The most popular room is 'One-Bedroom Apartment' with 1 queen bed. ,,~₫1850000/night (approx. $74),https://ak-d.tripcdn.com/images/1mc5x12000flboa3cAFB9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.794048, 106.711654",
,Bros Citihouse,,4.5,214/B6 Nguyen Trai,Bros Citihouse located at 214/B6 Nguyen Trai,Bros Citihouse is a 2-star hotel in Ho Chi Minh City. Rated 9.1/10 by . Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Standard Double Room-Non-Smoking' with 1 queen bed. ,,~₫775000/night (approx. $31),https://ak-d.tripcdn.com/images/0222x12000ltv6ces7B22_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.762981, 106.686369",
,Spacious 1BR Studio Private Balcony & Cozy Netflix,,5.0,"47 Thach Thi Thanh, Phuong Tan Dinh","Spacious 1BR Studio Private Balcony & Cozy Netflix located at 47 Thach Thi Thanh, Phuong Tan Dinh",Spacious 1BR Studio Private Balcony & Cozy Netflix is a 2-star hotel in Ho Chi Minh City. Rated 10.0/10 by 1 review. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Studio' with 1 queen bed. ,,~₫825000/night (approx. $33),https://ak-d.tripcdn.com/images/1mc3012000hq0fh06AF46_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.790463, 106.692244",
,Landmark Plus Center Suite,,4.2,"Landmark PLus, 720A Dien Bien Phu","Landmark Plus Center Suite located at Landmark PLus, 720A Dien Bien Phu",Landmark Plus Center Suite is a 4-star hotel in Ho Chi Minh City. Rated 8.5/10 by 12 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is 'Deluxe 1-bedroom Suite' with 1 king bed. ,,~₫1050000/night (approx. $42),https://ak-d.tripcdn.com/images/1mc1t12000kg0vi1t9B6B_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.79555, 106.72105",
,JW Marriott Hotel & Suites Saigon,,4.6,"Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon located at Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 199 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Deluxe Guest Room, 2 Twin' with 2 single beds. Great location|Great stay!",Great location|Great stay!,~₫6625000/night (approx. $265),https://ak-d.tripcdn.com/images/0223312000h04end9BCB9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.780941, 106.700568",Great location|Great stay!
,"Spacious 1BR Studio. Private, Sleek & Cozy Escape",,4.8,60/2A Ly Chinh Thang,"Spacious 1BR Studio. Private, Sleek & Cozy Escape located at 60/2A Ly Chinh Thang","Spacious 1BR Studio. Private, Sleek & Cozy Escape is a 2-star hotel in Ho Chi Minh City. Rated 9.7/10 by . Guests praise its location near Near SAIGON POKER ROOM. The most popular room is 'Studio' with 1 queen bed. ",,~₫850000/night (approx. $34),https://ak-d.tripcdn.com/images/1mc6712000hozoomd4915_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.790637, 106.686245",
,Hotel le Jardin Secret Saigon,,4.4,"228 Ben Van Don Street, Ward 5","Hotel le Jardin Secret Saigon located at 228 Ben Van Don Street, Ward 5",Hotel le Jardin Secret Saigon is a 3-star hotel in Ho Chi Minh City. Rated 8.8/10 by 42 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Superior Double Room Non smoking' with 1 double bed. Great service|Clean pool,Great service|Clean pool,~₫1025000/night (approx. $41),https://ak-d.tripcdn.com/images/1mc7312000eu7yia1F153_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.760108, 106.696499",Great service|Clean pool
,Home Away Minh Khai - Serviced Apartment,,4.2,"382/27 Nguyen Thi Minh Khai, Phuong 5","Home Away Minh Khai - Serviced Apartment located at 382/27 Nguyen Thi Minh Khai, Phuong 5",Home Away Minh Khai - Serviced Apartment is a 3-star hotel in Ho Chi Minh City. Rated 8.3/10 by 5 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Standard Apartment （No Window）' with 1 queen bed and 1 futon bed. ,,~₫600000/night (approx. $24),https://ak-d.tripcdn.com/images/0220t12000c0co6367949_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.772517, 106.687105",
,Evergreen Sky Eco Green,,4.9,"107 Nguyen Van Linh Street, Tan Thuan Tay Ward","Evergreen Sky Eco Green located at 107 Nguyen Van Linh Street, Tan Thuan Tay Ward",Evergreen Sky Eco Green is a 3-star hotel in Ho Chi Minh City. Rated 9.8/10 by 2 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC). The most popular room is 'Two-bedroom Apartment' with 2 queen beds. ,,~₫1700000/night (approx. $68),https://ak-d.tripcdn.com/images/1z66s12000l2jcfptA825_R_600_600_R5_D.png_.webp,0:00,23:59,"10.748538, 106.72319",
,Your Homes River Gate Premium,,4.7,151 Đường Bến Vân Đồn,Your Homes River Gate Premium located at 151 Đường Bến Vân Đồn,Your Homes River Gate Premium is a 4-star hotel in Ho Chi Minh City. Rated 9.3/10 by 108 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Studio Superior' with 1 king bed. Great stay!|Great location,Great stay!|Great location,~₫900000/night (approx. $36),https://ak-d.tripcdn.com/images/0204812000c3sv39v2654_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76198, 106.69936",Great stay!|Great location
,Beautiful Saigon 3 Hotel Ho Chi Minh,,4.2,40/27 Bui vien,Beautiful Saigon 3 Hotel Ho Chi Minh located at 40/27 Bui vien,Beautiful Saigon 3 Hotel Ho Chi Minh is a 2-star hotel in Ho Chi Minh City. Rated 8.4/10 by 2 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Standard Room No Window' with 1 queen bed. ,,~₫500000/night (approx. $20),https://ak-d.tripcdn.com/images/1mc1812000nphhy2v3886_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.768144, 106.694107",
,The Rice Hotel,,4.2,"40/9, Bùi Viện Street, Phạm Ngũ Lão Ward","The Rice Hotel located at 40/9, Bùi Viện Street, Phạm Ngũ Lão Ward",The Rice Hotel is a 2-star hotel in Ho Chi Minh City. Rated 8.4/10 by 60 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Standard Double Bed Room' with 1 queen bed. Great stay!|Great service,Great stay!|Great service,~₫525000/night (approx. $21),https://ak-d.tripcdn.com/images/0221412000mku4p6i3D47_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.767796, 106.69425",Great stay!|Great service
,Lavida Plus Apartments near SECC,,4.5,"25 Nguyen Van Linh Street, Tan Phong Ward","Lavida Plus Apartments near SECC located at 25 Nguyen Van Linh Street, Tan Phong Ward",Lavida Plus Apartments near SECC is a 3-star hotel in Ho Chi Minh City. Rated 9.0/10 by . Guests praise its location near Near Saigon Exhibition and Convention Center (SECC) | Phu My Hung. The most popular room is 'Studio' with 1 queen bed. ,,~₫1000000/night (approx. $40),https://ak-d.tripcdn.com/images/1mc1p12000mfa4ocaE2EE_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.727181, 106.701891",
,"LuxeHome_ Landmark, Vinhomes CP",,5.0,"208 Nguyen Huu Canh, ward 22","LuxeHome_ Landmark, Vinhomes CP located at 208 Nguyen Huu Canh, ward 22","LuxeHome_ Landmark, Vinhomes CP is a 3-star hotel in Ho Chi Minh City. Rated 10.0/10 by . Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is 'Deluxe 1-bed Room' with 1 queen bed and 1 sofa bed. ",,~₫1275000/night (approx. $51),https://ak-d.tripcdn.com/images/1mc1c12000nyia1du1D30_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.795857, 106.721108",
,InterContinental Grand Ho Tram,,4.7,"Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram located at Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram is a 5-star hotel in Phuoc Thuan. Rated 9.3/10 by 90 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is 'Classic King Room - Non-Smoking' with 1 king bed. Great stay!|Great service",Great stay!|Great service,~₫2475000/night (approx. $99),https://ak-d.tripcdn.com/images/0225b120009c6vqxq46A4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.486559, 107.454275",Great stay!|Great service
